contact_name,contact_email,name,location,founded_date,visible,category,target_client,business_model,description,main_url,twitter_url,angellist_url,crunchbase_url,all_tags,codex_presenter,codex_presentation_date
Agnishwar Banerjee,agnishwar.banerjee@lexplosion.in,Lexplosion Solutions,Kolkata,2008,false,Compliance,,,"Lexplosion Solutions is a leading legal tech company providing comprehensive legal risk management solutions for compliance, contracts, litigation/matters and audit management.

Led by a team of lawyers, Company Secretaries, Chartered Accountants and IT professional from leading institutions, Lexplosion’s vision is to enable in-house legal teams to focus on their core activities by providing the tools to make legal requirements more inclusive and processes uncomplicated. ",http://lexplosion.in,@Lexplosion1,"","","automation, saas, regtech, legaltech, lexplosion solutions",,
Mutiara Putri Artha,putri@hukumonline.com,hukumonline.com by PT Justika Siar Publika,"Jl. TB Simatupang No.5 Jakarta, Indonesia",2000,false,Legal Research,,,"Hukumonline is a leading regulatory technology company in Indonesia. Hukumonline.com was established in 2000 by a small cohort of pioneering figures in Indonesian law, early during Indonesia’s reformation period. Initiated to educate and to offer quality legal insights, Hukumonline now stands as one of Indonesia’s most comprehensive, integrated and trusted providers of legal information. 

Hukumonline provides easy access to legal information for business and legal professionals. The English version of the website, pro.hukumonline.com, also publishes premium commentary and analysis of current Indonesian law. In recent years, hukumonline.com began using Artificial Intelligent based computer program to build the country’s largest database of laws, regulations and court decisions. In 2018, Hukumonline also launched LIA (Legal Intelligent Assistant), the first legal chat-bot in Indonesia. LIA currently covers three basic legal subjects of family law and in progress to cover more legal subjects.   

Hukumonline.com is continuing to grow and develop its business model through the establishment of two subsidiaries: easybiz.id and Justika.com.
",www.hukumonline.com,@hukumonline,"","","legal research, e-discovery, document automation, analytics",,
Mikkel Boris,mb@contractbook.dk,Contractbook,"Copenhagen, Denmark",2016,false,Practice Management,,,"Contractbook is a SaaS platform for efficient contract management. You can create legal documents using pre-defined templates, sign them using a digital signature and store them in the cloud. 

Contractbook also offers an advanced extension of the platform called Suits which is a digital platform for the legal industry. Here lawyers are able to manage and monitor their client's legal documents which enables them to take a more client-centric and pro-active approach. ",https://contractbook.co/,"","","",", contracts, saas, contract management",,
Everett Pompeii,epompeii@clerical.ai,Clerical,"Washington, DC",2018,false,Document Automation,,,Automate Your Knowledge Work,clerical.ai,@clericalai,https://angel.co/clerical-ai,https://www.crunchbase.com/organization/clerical,expert system,,
Tero Valkiala,tero@dealsign.io,Dealsign Solutions Oy,"Helsinki, Finland",2017,false,Document Automation,,,"Dealsign is an easy to use
negotiation and contracting service in the cloud. ",www.dealsign.io,@dealsign,"","","legal partner provided tenplates, contract mgmt, esigning, template mgmt, on-line negotiation",,
Jaesung Jung,js.jung@lawcompany.co.kr,Law&Company Inc.,"Seoul, Republic Of Korea",2012,false,Marketplace,,,"Law&Company is a Korean leading legal tech company which was established in 2012. It operates the biggest online legal market place, LawTalk(www.lawtalk.co.kr). Law&Company raised more than 3 million dollars in funding over 4 rounds including angels.","","","",https://www.crunchbase.com/organization/law-company,"#documentautomation, #machinelearning, #textmining, #ai, #marketplace, #lawtalk",,
Quentin Poiraud,quentin@jarvis-legal.com,Jarvis Legal,"Paris, France",2013,false,Practice Management,,,"Jarvis Legal is a cloud-based practice management software for law firms. More than a software, Jarvis Legal is a hub for all the law firm data. 
Without any investment nor tech expertise, our more than 6.000 users in 30 countries access all their data through our API.
",www.jarvis-legal.com,@JarvisLegal_Fr,https://angel.co/jarvis-legal,"","api, practice management software, legaltech",,
Agnishwar Banerjee,agnishwar.banerjee@lexplosion.in,Lexplosion Solutions ,"Kolkata, India",2007,false,Compliance,,,"Lexplosion Solutions is a leading LegalTech company providing legal risk management solutions in areas of compliance management, 
audits, 
contract lifecycle management, 
litigation management and 
corporate governance. 
Headquartered in Kolkata, India, Lexplosion’s vision and goal is to make the law more accessible and inclusive to businesses of all nature, scale and size. Keeping in mind the growing need for a simple, yet effective solutions for the various legal processes and portfolios, Lexplosion merges disruptive technology with legal domain expertise to create solutions that have increase efficiency and reduce costs. For more details please visit www.lexplosion.in",www.lexplosion.in,@lexplosion,"","","regulatory, statutory, audit, litigation, compliance, contracts, legaltech, lexplosion",,
Leb Borgerson,leb@lawfather.com,TrialLine,"Denver, CO",2017,false,Practice Management,,,"TrialLine is a cloud-based mediation, trial presentation and storytelling legal timeline tool for law firms and attorneys that want maximum insight into their cases. Create customized legal timelines that clearly and convincingly communicate the important details of your case, and display them in easy to understand, event by event detail. Attach supporting documents directly to each event on the timeline, all file types are supported and easy to upload. With TrialLine, collaboration is simple. Easily organize and share your case events and related documents with staff, experts, juries, opposing counsel, and other attorneys.",https://trialline.net/,https://twitter.com/TrialLine,"","",attorney timeline tool,,
Elizabeth Platt,elizabeth.platt@legalscience.com,"Legal Science, LLC","Philadelphia, PA",2015,false,Legal Research,,,"Legal Science, LLC (LS) supports legal researchers and policy advocates in better tracking and evaluation of law. Our software creates legal data with the support of machine-learning to provide customers with insights into policies, regulations and laws affecting their business decisions and customers.The company is founded on the principles of Policy Surveillance – the systematic, scientific tracking of laws of public significance.",www.legalscience.com,@LegalScienceLLC,"","",legal science,,
Josh Blandi,Josh@UniCourt.com,UniCourt Inc.,"2522 Chambers Road, Suite 184, Tustin, CA 92780",2014,false,Analytics,,,"Easy Access to Court Records & Legal Analytics

UniCourt is dedicated to organizing court records to make them universally accessible and useful. We connect businesses and consumers to the records they need and enable them to tap into the mountain of court data generated everyday for legal analytics, business intelligence and development, background checks, research and many other innovative uses.",https://unicourt.com/,@UniCourtInc,"","","case tracking, case research, business development, business intelligence, background checks, legal analytics, legal data api, legal data, court data, court records",,
Guillermo Miranda,gmiranda@luciusreport.com,Lucius Report,Mexico City,2017,false,Compliance,,,"Lucius is a legal technological tool that generates due diligence reports of individuals and corporations with activities in Mexico. Our proprietary algorithm monitors various national and international sources and delivers alerts for a timely analysis when such information changes, in real time.

Our added value and main difference with our competitors is that Lucius consults and monitors the largest number of information sources publicly available in Mexico and the World. Unlike our competitors, Lucius' approach starts from the particular to the general and, therefore, our dominance of the Mexican market is optimal. We have a group of trained lawyers and accountants who review the information obtained by our tool to translate it into a complete and executive report focused on the Mexican market and best practices.",www.luciusreport.com,@luciusreport,"","","kyc, monitoring, anti-money laundering, due diligence reports, compliance",,
Agnishwar Banerjee,agnishwar.banerjee@lexplosion.in,Lexplosion Solutions ,"Kolkata, India",2007,false,Practice Management,,,"Lexplosion Solutions is a leading LegalTech company providing legal risk management solutions in areas of compliance management, audits, contract lifecycle management, litigation management and corporate governance. Headquartered in Kolkata, India, Lexplosion’s vision and goal is to make the law more accessible and inclusive to businesses of all nature, scale and size. Keeping in mind the growing need for a simple, yet effective solutions for the various legal processes and portfolios, Lexplosion merges disruptive technology with legal domain expertise to create solutions that have increase efficiency and reduce costs. For more details please visit www.lexplosion.in",www.lexplosion.in,@lexplosion,"","","audits, contracts, litigation, compliance, legaltech",,
Erik Chan,erik@trans,erik@translatefx.com,"Burlingame, CA",2018,false,Document Automation,,,"TranslateFX provides instant and accurate translation of legal texts between different languages. The company develops cutting-edge AI software to translate professional texts using accurate and consistent legal terminology and concepts. TranslateFX adheres to strict data confidentiality policies and is based in Burlingame, CA and Hong Kong.",https://www.translatefx.com,"","","","nlp, ai, cross border, documents, translation",,
Mariel Reed,mariel@coprocure.us,"CoProcure, Inc.","San Francisco, CA",2018,false,Marketplace,,,"CoProcure (coprocure.us) makes it easy for public agencies to purchase together. Each year, U.S. local and state government agencies spend $1.5T on goods and services. Even though agencies have similar needs, each agency typically spends ~200+ hours making a purchase on its own. Purchasing redundancies cost taxpayers billions of dollars each year. 

Public agencies can purchase together, sharing procurement processes and contracts. Even though some of these contracts already exist, they can be challenging to find and use. CoProcure makes it easy to discover and utilize existing cooperative contracts, saving public agencies time and money. 

We're an early-stage startup harnessing the power of purchasing to reinvest billions of dollars into our local communities.
",www.coprocure.us,@CoProcure,https://angel.co/coprocure,"","legaltech, govtech, government, procurement",,
Thomas Damery,hello@lawgarithm.net,lawgarithm,"Paris, France",2018,false,Analytics,,,"We believe that companies and employees could achieve more than the current world will let them. 
We believe we should be part of making things move faster and better. 

This is why we have designed Lawgarithm, a high added-value, user friendly solution: using artificial intelligence and collaborative features, we allow companies to better prepare, review, negotiate, execute and manage their contracts.
",www.lawgarithm.net,@Lawgarithm_Inc,"","",legaltech artificial intelligence contract management document automation analytics,,
Thomas Damery,hello@lawgarithm.net,lawgarithm,"Paris, France",2018,false,Analytics,,,"We believe that companies and employees could achieve more than the current world will let them. 
We believe we should be part of making things move faster and better. 

This is why we have designed Lawgarithm, a high added-value, user friendly solution: using artificial intelligence and collaborative features, we allow companies to better prepare, review, negotiate, execute and manage their contracts.
",www.lawgarithm.net,@Lawgarithm_Inc,"","",legaltech artificial intelligence contract management document automation analytics,,
Anastasia Lezhennikova,lezhennikova@pravoved.ru,Pravoved.RU LAB,"Moscow, Russia ",2018,false,Marketplace,,,"Pravoved.ru is a LegalTech company in Russia. There are two main projects: the largest legal marketplace in Europe and the first  AI - based robot-lawyer capable of understanding questions written in plain-language and of giving a detailed legal advice in a fraction of a second  for free. 

We are constantly growing since 2011. About 3 million people have solved their legal issues through the service. Our lawyers provide a legal advice and help to draw up documents at the platform. All clients have a possibility to choose  the type of consultation and receive a legal support in a few minutes. 

At the end of 2017  Pravoved.ru  launched AI - based robot Fedor Neuronov  to consult the audience on legal issues. The robot is built on AI algorithm (neural network). The robot-lawyer consults mainly on consumer rights protection, as it is one of the most popular topics among the Pravoved.ru users in and Russia overall. 

The technology may work with any language and legislation system.It will make legal advice faster and more accessible to clients. Moreover, robot eliminates the lawyers' routine and provide prompt support to clients of banks and commercial organizations.

Pravoved.ru is a resident of Skolkovo and the firs LegalTech company in Russia which raised investments from international venture capital funds. Our robot-lawyer won the startup competition in Moscow and was introduced at the legal conference Legal Geek in London. 
",https://pravoved.ru/,"","",https://www.crunchbase.com/organization/pravoved-ru,"ai, robot lawyer, web, find-a-lawyer",,
Nelly Kamunde,nelly.kamunde@gmail.com,Aqnel,"Nairobi, Kenya",2017,false,Legal Education,,,"AQNEL CONSULTING center is a company dedicated to public legal education and legal research. The company also focuses on quality legislation, policies and regulations in Kenya. Aqnel considers that one of the key challenges of development and self realization is the lack of effective laws and information about those laws.

Aqnel is inspired by the need for reforming legislation and the legislative process concerned with bringing a new age of research based policy and laws in Kenya. Aqnel is aware that in order to foster the full realization of the Constitution, to promote business, contribute to industrialization and tap into the advantages of technology, there is need to ensure that laws are clear, comprehensible, harmonized and accessible.

Aqnel further considers the importance of realizing the Constitutional arrangements of law-making and looks at working with law makers, drafters and the general public in order to ensure consideration of collaborative functions.

Aqnel realizes the privilege of existing in the 21st century and the magical conveniences brought about by Information Technology.
In achieving its goals, Aqnel focuses on the provision of policy and legislative related support services including: training, legal research, brief writing, and general legal research consultancies among others.",www.aqnel.com,@sheriatips,"","","",,
Stefan Jansen,Info@firm24.com,Firm24,"Amsterdam, The Netherlands",2013,false,Document Automation,,,"Accountancy and law firms have not changed in decades. They still work on a time recording basis, which rewards them for being slow. At Firm24 we believe this needs to change: the satisfaction of the customer depends on the result, not the degree of effort.

Moreover, we believe that in today’s world clients should have transparency regarding service, process and price. Firm24 is committed to offer you exactly this: online corporate services at a fixed price!

We are the first platform in the Netherlands in this field, and we work together with renowned business partners, who all belong to the Dutch top 10 in their respective market segment.",firm24.com,@FIRM24com,"",https://www.crunchbase.com/organization/firm24,"",,
Martijn Migchelsen,martijn@firm24.com,FIRM24.com,Amsterdam The Netherlands,2013,false,Marketplace,,,"FIRM24 is the largest platform for online incorporation services. FIRM24 isn't like similar companies like legalzoom or rocket lawyer. They approach the start of a company as the start of a entrepreneurial lifecycle.  From cradle (the incorporation of a company, until the liquidation or sale of the shares of the company. The entire lifecycle is automated. ",www.firm24.com,@FIRM24com,"",https://www.crunchbase.com/organization/firm24,incorporation bv,,
Eric,weblfdseo@gmail.com,Beacon Direct Cremation,"Largo, FL",2007,false,Unknown,,,"Beacon Direct Cremation is a family-owned direct cremation services offered in Tampa bay, Florida. Offering a simple and affordable alternative to traditional funeral home experience. We ensures no lies, no hidden fees, and complete transparency from the start of our conversation through the completion of the cremation arrangement process.
",https://www.beacondirectcremation.com/index.php,"","","","cremation services, direct cremation services",,
Suzanna Kalendzhian,sk@legaladviceme.com,Legal Advice Middle East,"Dubai, UAE",2015,false,Marketplace,,,"Legal Advice Middle East is an AI-powered legal services marketplace that connects consumers and lawyers by allowing them to find, communicate and transact with each other online. ",https://legaladviceme.com/,@legaladviceme,"",https://www.crunchbase.com/organization/legal-advice-middle-east,"",,
"Teel Lidow, founder and CEO",teel@myradvocate.com,Radvocate,"Oakland, CA",2018,false,Marketplace,,,"Consumer dispute resolution is broken. When individual customers have complaints against subscription services, we can depend on companies' internal dispute processes, or else the only available option is typically a little-know and difficult-to-navigate individual arbitration.

Radvocate is a dispute resolution layer for customers with real claims that aren't being taken seriously. We know the arbitration process and have an automated, data-driven fulfillment engine empowering consumers to navigate it and get results.

Our founders and investors come from big law, LegalZoom, Lyft, AngelList, and other top players in the legal and tech worlds.",http://myradvocate.com,"",https://angel.co/radvocate,https://www.crunchbase.com/organization/radvocate,"process automation, arbitration, consumer law",,
Moritz von Butler,Moritz.vonbutler@Justvice.com,"JustVice, Inc.","Davis, California",2017,false,Marketplace,,,"Legal advice for all. Now.

We make legal advice accessible, immediate and affordable for everyone, anywhere and anytime - through the use of a digital legal platform and Artificial Intelligence.
",www.justvice.com,https://twitter.com/just_vice1,https://angel.co/justvice,"","find-a-solicitor, marketplace, find-a-lawyer, legaltech, platform",,
Jerome Raguin,jerome.raguin@yerrasolutions.com,Yerra Solutions AG,"Basel, Switzerland",2013,false,Analytics,,,Technology used by in-house legal departments to capture and analyse Legal spend,https://www.yerrasolutions.com/yerra-clearly,@yerrasolutions,"",https://www.crunchbase.com/organization/yerra-solutions#section-overview,spend analytics contract management,,
"Dr. Franziska Lietz, LL.M.",info@rgc-manager.de,RGC Manager GmbH & Co. KG,"Hannover, Germany",2018,false,Compliance,,,"The RGC Manager GmbH & Co. KG provides legal Solutions for the German Energy, Environmental and Labour Law. 

The tool focuses on keeping users informed and breaking down compact legal issues to simple duties. The tool allows the user to ensure that he has delegated all duties effectively. It can also be ensured that no important reporting or application deadlines are missed. 

In addition, a news app is offered, which provides daily news in the areas of energy environment and work and gives users recommendations for action. 

The third offer is online tutorials and webinars on the fields of energy, environmental and labour law. 

The target group of applications are large industrial companies in Germany, of which well over 100 already use the tools of RGC Manager GmbH & Co. Kg. 
",www.rgc-manager.de,"","","",energy environment labour law compliance,,
"Dr. Franziska Lietz, LL.M.",lietz@ritter-gent.de,RGC Manager GmbH & Co. KG,"Hannover, Germany",2018,false,Compliance,,,"The RGC Manager GmbH offers software tools to support companies in the areas of energy law, environmental law and occupational safety. RGC Manager GmbH's customers include a large number of listed German industrial companies, focusing on the energy-intensive industry and its needs.

The Compliance Tool RGC Manager provides users with a customizable legal registry with automatic updates. In addition, the tool contains extensive workflow management, in which the individual legal obligations are explained in an understandable way for the user and provided with instructions for action. The duties can be assigned and limited to those responsible. Measures can be created and documented. With regard to the contents of the manager, a comprehensive training offer is offered (live, webinar, tutorials).

In addition, the company offers a news app, the RGC Manager App, with all relevant news from the legal fields, tailored directly to the target audience.",www.rgc-manager.de,"","","","hse, labour law, energy, environment, compliance",,
Melih Agraz,melih.agraz@yahoo.com,Kodex Bilisim,"Ankara,Turkey",2018,false,Document Automation,,,"Our products are(R&D process);
*social media for lawyers. Lawyers always need-use social media because of their questions (about clients, Supreme Court decisions) .
*search engine for Turkish Court of Cassation decisions via nlp.
*Some Applications-Law Education for children
*We have just estimated the Turkish Court of Cassation decisions.
 
",www.kodexbilisim.com,"","","",law tech,,
Stephanie Curcio,stephanie@legalicity.net,Legalicity,"10 Dundas Street East, Toronto ON  M5B 2G9",2015,false,----,,,"Legalicity is the maker of NLPatent, an online tool that uses Artificial Intelligence to evaluate the patentability of new ideas. Our goal is to predict the success of patent applications, thereby reducing the uncertainty and the cost involved in seeking patent protection.

There are over 3,000,000 patent applications filed each year around the world, and that number is growing. But many of these applications are rejected, often because the proposed invention is too similar to existing technology. That means a lot of resources are wasted on unsuccessful applications, since getting a patent is very costly and time-consuming. NLPatent uses state-of-the-art Machine Learning and Natural Language Processing (NLP) techniques to evaluate the patentability of new ideas. This helps companies and inventors decide whether an invention is worth pursuing.

Sign up for a free trial of NLPatent at www.NLPatent.com.",www.legalicity.net,@legalicity,https://angel.co/legalicity,https://www.crunchbase.com/organization/legalicity,patents; intellectual property; artificial intelligence; natural language processing; machine learning,,
Sean Sullivan,SSullivan@selastech.com,NuLaw,"Fort Lauderdale, FL",2016,false,Practice Management,,,"NuLaw allows you to run your practice more efficiently by leveraging the best in class Law Firm Practice Suite so you can increase profitability. NuLaw supports attorneys and firms of all sizes. NuLaw automates manual tasks throughout your practice and allows you to customize your intake and matter management. Leveraging NuLaw’s suite, you have access to the document library and research tools to help you provide quick and effective results. Powered by the world’s leading and most secure cloud application, Salesforce.com, NuLaw lets technology do the mundane work so you can get back to what matters.

Increase Your Case Volume
NuLaw automates manual tasks, standardize steps in your intake and matters management, creates case milestones, checklists, advanced calendaring, hours tracking, generate invoices, process payments so you can get paid faster.

Get Back to What Matters
Leverage the document library, integrate research tools and aggregate data points into advanced dashboards and reports to make decisions in real time so you can stay ahead of opposing counsel and provide client results quickly.

NuLaw Key Features:
• CASE ACQUISITION - Build your business with marketing and acquisition tools that deliver qualified, compiled cases directly to your firm
• INTAKE CONSULTATION - Dynamic questionnaire scripting ensures standardization of information from the first interaction until retained
• MATTER MANAGEMENT - The Case Optimizer allows you to focus on what matters, automating milestones, checklist, forms and bringing you to a resolution faster
• ADVANCED CALENDARING - Automatically schedule customizable case milestones, share calendars, and keep your casework covered and current
• DOCUMENT LIBRARY – Store subject-matter-specific templates and commonly used drafts and documents
• BILLING - Execute ABA compliant billing, time tracking, and payment processing by case task and integrates data into QuickBooks and other accounting software
• DISRUPTIVE DATA WITH ADVANCED REPORTING - Get real-time data to help better-informed decisions 
• SECURE COMMUNICATIONS - Security is paramount, with two-factor authentication, Chatter and other tools provide a secure communication environment
",www.nulaw.co,"","",https://www.crunchbase.com/organization/nulaw,practice management,,
Mikhail Aleksandrov,am@A2Legal.RU,A2.Legal,"Russia, Moscow",2018,false,Marketplace,,,We are building a marketplace of ligal services with built-in practice management software.,A2Legal.RU,"","","","solo practitioners, small law firms, practicemanagement, marketplace",,
Grigor Angelov,ga@skyrefund.com,SkyRefund,"Sofia, Bulgaria",2017,false,Online Dispute Resolution,,,"SkyRefund is a company determined to empower air passengers and provide them with a simple, quick and easy way of upholding their rights. SkyRefund's legal team is comprised of some of the most experienced European lawyers, providing legal help and compensation to air passengers who have experienced a flight delay, cancellation or denied boarding.
",https://skyrefund.com/,@skyrefund,"",https://www.crunchbase.com/organization/skyrefund#section-overview,"delayed flights refund, denied boarding compensation, cancelled flight compensation, flight delay compensation, claim company, legal help, passenger rights",,
LegalUp,info@legalup.me,LegalUp Ltd.,"Tel Aviv, Israel",2015,false,Document Automation,,,"LegalUp’s software transforms your complex, repetitive legal documents into automated smart wizards that intelligently incorporate your firm’s knowledge and best practices. Say goodbye to the days of ploughing through your files to find the proper wording to cut/paste into a document. Instead, use LegalUp to quickly answer your digital questionnaire. LegalUp’s “smart wizard” will then update all sections to automatically create a perfect tailor-made document.",www.legalup.me,https://twitter.com/LegalUpIL,"","",efficient documents creation,,
LegalUp ,info@legalup.me,LegalUp Ltd,"Tel Aviv, Israel",2015,false,Document Automation,,,"LegalUp’s software transforms your complex, repetitive legal documents into automated smart wizards that intelligently incorporate your firm’s knowledge and best practices. Say goodbye to the days of ploughing through your files to find the proper wording to cut/paste into a document. Instead, use LegalUp to quickly answer your digital questionnaire. LegalUp’s “smart wizard” will then update all sections to automatically create a perfect tailor-made document.",www.legalup.m,https://twitter.com/LegalUpIL,"","",efficient documents creation,,
Marc,marc@reasoningtechnology.com,Reasoning Technology,"France, Ireland, Canada, UK",2009,false,----,,,"RT is developing a novel AI software application for guiding discussions and reaching conclusions, with domain specific applications initially in law...

An online meeting place where people hash out issues and make decisions. The AI agent participates and guides the discussion. Conclusions are analysable and can be cross examined.

As a legal tool Reasoning Technology will be used by lawyers to help them communicate with clients, compliance officers, and colleagues. The tool will be used by parities in arbitration and mediation, with the assistance of participation of profession arbitrators and mediators. During negotiation the tool documents both conclusions and rationale for those conclusions. The tool will be used in litigation to structure discussions and improve judicial efficiency.

Customers subscribe and use the tool on our server. Enterprise purchase licenses and run the tool on their networks. Companies will integrate our tool with their own applications...",http://reasoningtechnology.com/,@ReasoningTech,https://angel.co/reasoning-technology,"","",,
Alejandro Jimenez Castro,alexcandas@cemad.es,AJC Asesor fiscal y contable en Madrid,Madrid,2013,false,Unknown,,,"Economista asesor fiscal, presta servicios de asesoramiento fiscal y presentación de impuestos a empresas, autónomos y particulares",https://fiscalmadrid.com/,"","","",asesoria fiscal,,
Rena Phua,rena@legalfab.com,LegalFAB Private Limited,Singapore,2016,false,Document Automation,,,"LegalFAB aims to revolutionise the delivery of legal services and the way businesses transact. Our solutions are used by both law firms and businesses to streamline the drafting process, enhance collaboration, and better manage transaction workflow on a distributed ledger platform. In 2018, LegalFAB won the TechLaw.Fest Hackathon organised by the Singapore Academy of Law and Personal Data Protection Commission of Singapore with its leading digital signature blockchain solution and was selected for the inaugural Infocomm Media Development Authority blockchain challenge. 
",legalfab.com,@legalfabdotcom,"","","quorum, distributed ledger, contract management, drafting, document automation",,
Thiago José Loch,thiago.loch@softplan.com.br,SAJ ADV - Software Jurídico,Florianópolis - SC - Brazil,2015,false,Practice Management,,,"Created in 2013, SAJ ADV is a spin off from Softplan Planejamento e Sistemas Ltda the biggest Software provider for the Brazilian Justice. Our mission is to make a difference in the life of organisations and a people. SAJ Adv is a solution for legal practice management that helps lawyer’s to improve their productivity in daily tasks like case, client, finance and team management. With years of experience in case management, tasks automation and system integrations we are able to deliver to our clients court notifications, task and document suggestion based on AI. We believe that our solutions helps the access to the justice and improve the society.",https://www.sajadv.com.br/,@sajadvonline,"","","legal software, legal management solution",,
Thomas Cahn,tom.cahn@eigentech.com,Eigen Technologies,"London, United Kingdom",2014,false,Document Automation,,,"Eigen is a research-led artificial intelligence company based in London and New York. Our mission is to help individuals and organizations make the right decisions, and we do this by unlocking the value of their qualitative data.

Eigen automates the extraction and classification of information from documents. Our simple, flexible Natural Language Processing (NLP) technology accurately extracts information from diverse types of documents at scale and can be integrated into our clients’ workflows. We use state-of-the-art machine learning algorithms to recognize patterns in text and give accurate answers to unique questions. This enables our clients to use data in new ways to make the right business decisions: driving down costs, finding opportunities, calculating risks, and meeting regulatory requirements.

Founded in 2014, our clients include some of the most respected names in finance, law, and professional services. As a research-led company, we translate the latest methodologies from applied physics, mathematics and machine learning into the technology that underpins our product.",www.eigentech.com,@Eigen_Tech,angel.co/eigen-technologies/jobs,www.crunchbase.com/organization/eigen-technologies,"contracts, machine learning, document automation",,
Maddy Martin,maddy@smith.ai,Smith.ai,"Palo Alto, CA",2015,false,Practice Management,,,"Smith.ai is a virtual receptionist and intake service for solo and small law firms. Our U.S.-based, professional receptionists answer calls and website chats, screen and intake clients, schedule appointments, and accept payments. We offer 30+ software integrations, including Clio, LawPay, Infusionsoft, Calendly, and Acuity, and now offer a Zapier app for limitless integrations and workflows. Download our free eBook, 7 Steps for Running a Highly Productive Law Firm with Virtual Receptionists: https://smith.ai/lp/ebook-lawyering-or-laboring",www.smith.ai,@smithdotai,"","","",,
Mr. Scott Allan,s@sallan.com,The Corporation For Form Reform,Toronto,2017,false,Document Automation,,,"Our tool enables self-represented litigants, lawyers and legal professionals by removing the complexity associated with determining which court mandated forms are required in any particular situation, and facilitating the completion of these forms. Incorrectly completed court forms are a common challenge for lawyers, legal professionals, and especially for self-represented litigants. We remedy this by providing our users with a simple, easy to use tool.

Our first online tool asks users to respond to simple questions that determine which family law forms will need to be filed with the courts to initiate or respond to family law matters. The questions take a range of scenarios into account, including divorce, child custody and property claims. Based on the user’s response, the tool asks only for the appropriate information the user will need to provide in order to complete the form properly. If a user needs to file multiple forms, the tool autofills answers to questions repeated on subsequent forms. Once the forms are completed, they're available to download or fax. 

The tool is accompanied by a free guide called Common Sense Guide To Divorce in Ontario. The guide aims to help people better understand and cope with the stress of divorce and separation, giving some support to what is typically an arduous process.

Currently, the service is available to users in Ontario, Canada. In 2019 we will be offering the service in US jurisdictions, as well as expanding to other areas of law.
",https://www.ontariodivorceresource.ca/,na,na,na,", usability, a2j, automation, family law",,
Richard Rodrigues,richard.rodrigues@raveltech.io,Ravel Technologies,Paris,2018,false,----,,,"For over two years, we have been developing the most innovative cryptographic anonymization technology to enable cryptocalculation over end-to-end encrypted databases.

​Our differential privacy tools anonymize data and allow you to perform and deliver the exact same services, just like they were never anonymized.

Ravel is ideal solution for RGPD and eprivacy compliance.",www.raveltech.io,"","","",#privacy #dataprotection,,
Kabin ,kabin.twanabasu@dragonlaw.com.hk,Zegal,"Level 9, Smart Space 3C, Cyberport 3, 100 Cyberport Rd, Telegraph Bay, Hong Kong",2013,false,Legal Education,,,"Zegal’s vision is a world where the business of law works for everyone
Companies that are connected to knowledge, their advisors, and use workflows to run their organisation are smarter and more profitable. Our mission is to make this the new normal for millions of businesses across the globe.

Founded in 2013, Zegal is the fastest growing LegalTech company operating across Asia Pacific and Europe. Today, business users and lawyers across the globe trust Zegal’s software to solve legal problems in an affordable and efficient way.

Zegal is led by a talented team of 60 employees and has offices in Hong Kong, Singapore, Nepal, Australia, New Zealand, and the UK.

Zegal has been featured in the New York Times, Forbes, and Huffington Post, and was recently recognised in the South China Morning Post as an emerging LegalTech company in the artificial intelligence space.",https://zegal.com,@getzegal,"","",legal tech company,,
Kabin Twanabasu,kabin.twanabasu@dragonlaw.com.hk,Zegal,"100 Cyberport Rd, Telegraph Bay, Hong Kong",2013,false,Legal Education,,,"Zegal’s vision is a world where the business of law works for everyone
Companies that are connected to knowledge, their advisors, and use workflows to run their organisation are smarter and more profitable. Our mission is to make this the new normal for millions of businesses across the globe.

Founded in 2013, Zegal is the fastest growing LegalTech company operating across Asia Pacific and Europe. Today, business users and lawyers across the globe trust Zegal’s software to solve legal problems in an affordable and efficient way.

Zegal is led by a talented team of 60 employees and has offices in Hong Kong, Singapore, Nepal, Australia, New Zealand, and the UK.

Zegal has been featured in the New York Times, Forbes, and Huffington Post, and was recently recognised in the South China Morning Post as an emerging LegalTech company in the artificial intelligence space.",https://zegal.com,@getzegal,"","",legal tech company,,
Valery Meshkov,support@pravoved.ru,Pravoved.ru,"Saint Petersburg, Saint Petersburg City, Russian Federation",2011,false,Marketplace,,,Pravoved.ru is a legal aid service company that is free of charge and for a fee.,pravoved.ru,@pravoved_ru,"",https://www.crunchbase.com/organization/pravoved-ru#section-recent-news-activity,"legal tech, legal, consulting",,
Victor Lysenko,seo@osome.com,OSOME,Singapore,2017,false,Practice Management,,,"Osome provides a white-label solution for legal and corporate secretary companies. The solution allows providing Company Incorporation, Corporate Secretary, Accounting, Immigration services in Singapore. Osome is an online service that works 24/7, so you can set up a company in Singapore, manage the compliance, and apply for visas through a secure portal remotely. ",https://osome.com,https://twitter.com/ReallyOsome,https://angel.co/osome,https://www.crunchbase.com/organization/osome-2,"",,
Everett Pompeii,epompeii@clerical.ai,Clerical,"Centreville, VA",2018,false,Document Automation,,,The expert systems platform,clerical.ai,@clericalai,"","",expert systems,,
